symbol,entry_time,exit_time,entry_price,exit_price,quantity,corporate_action_cash,pnl_pct,exit_reason
NFLX,2015-10-21,2015-10-23,99.71983499999999,97.561195,100.0,0.0,-0.023601798604434454,Supertrend down
EA,2015-10-23,2015-11-16,75.0375,69.94501000000001,4.0,0.0,-0.06972833942668988,Supertrend down
NFLX,2015-12-02,2016-01-04,125.592765,108.94550000000001,20.0,0.0,-0.13428272183252998,Supertrend down
AMZN,2015-10-23,2016-01-05,617.9888399999999,646.5365700000001,11.0,0.0,0.04410427321205179,Supertrend down
ATVI,2015-10-23,2016-01-08,35.277629999999995,36.771605,10.0,0.0,0.04026645950253083,Supertrend down
MAT,2016-03-02,2016-04-22,32.286135,31.00449,1.0,0.0,-0.04161514015124557,Supertrend down
AMAT,2016-07-11,2016-10-12,25.0125,28.645670000000003,1.0,0.1,0.14695995978034992,Supertrend down
SYMC,2016-06-16,2016-10-14,19.019505,24.397795000000002,1.0,0.075,0.2841539899050074,Supertrend down
NTAP,2016-10-17,2016-11-02,33.696839999999995,33.12343,1.0,0.0,-0.018980731704239195,Supertrend down
QCOM,2016-10-14,2016-12-02,65.97296999999999,63.91802500000001,1.0,0.53,-0.025058487016543007,Supertrend down
NVDA,2016-03-02,2017-01-04,32.586285,103.34830000000001,297.0,110.00880000000001,2.176546202187205,Supertrend down
TMUS,2017-01-04,2017-01-27,58.389179999999996,63.648160000000004,14.0,0.0,0.08788975712881864,Leader rotation
CSX,2016-12-02,2017-03-22,36.69844005,45.61708005,1.0,0.18,0.24544141795850694,Supertrend down
NVDA,2017-03-22,2017-04-05,105.51272999999999,99.96499250000001,2.0,0.0,-0.05447179458578344,Supertrend down
NTES,2017-01-27,2017-04-11,251.42565,272.413725,122.0,123.22,0.08532455953542484,Supertrend down
IDXX,2017-04-11,2017-04-20,154.31712,157.731095,37.0,0.0,0.02008090843739807,Leader rotation
MU,2016-11-10,2017-04-25,17.358675,26.696645000000004,2.0,0.0,0.5348697437995731,Supertrend down
STX,2017-04-20,2017-04-27,47.90394,42.148915,698.0,0.0,-0.12189474636916331,Supertrend down
CSX,2017-04-25,2017-05-18,50.21519505,48.975500000000004,1.0,0.0,-0.02663632383626746,Supertrend down
MU,2017-05-26,2017-06-19,29.284634999999998,30.494745,3.0,0.0,0.03924178800799294,Supertrend down
NVDA,2017-04-27,2017-07-05,104.37216,141.82905000000002,281.0,39.34,0.3575031446564432,Supertrend down
CSX,2017-07-18,2017-07-20,54.517244999999996,51.854060000000004,2.0,0.0,-0.05075072145491755,Supertrend down
WDC,2017-04-05,2017-07-31,83.411685,86.07694000000001,1.0,0.5,0.035879548547647966,Supertrend down
NFLX,2017-07-31,2017-08-11,184.35213,169.77507000000003,1.0,0.0,-0.0809118447889422,Supertrend down
NVDA,2017-07-18,2017-08-14,161.86088999999998,159.59016499999998,246.0,0.0,-0.015998839920696395,Supertrend down
MU,2017-09-01,2017-09-12,32.146065,33.673155,5.0,0.0,0.04541180916018739,Leader rotation
MU,2017-09-13,2017-09-20,34.57728,36.011985,3.0,0.0,0.03941180399435651,Leader rotation
TSLA,2017-09-01,2017-09-25,356.29755975,352.97292525,110.0,0.0,-0.011310420180025038,Supertrend down
NVDA,2017-09-25,2017-09-26,177.838875,176.361775,211.0,0.0,-0.010287239945828364,Supertrend down
ATVI,2017-09-12,2017-10-10,66.51324,61.119425,1.0,0.0,-0.08292983071140003,Supertrend down
MU,2017-09-26,2017-10-19,35.247614999999996,41.15941,29.0,0.0,0.16538873386421837,Leader rotation
VRTX,2017-09-25,2017-10-26,151.265595,144.80756,8.0,0.0,-0.044606050663442476,Supertrend down
LRCX,2017-10-10,2017-11-30,186.223065,197.311295,194.0,0.0,0.05742576322842541,Supertrend down
NVDA,2017-10-19,2017-11-30,194.53722,199.1004,7.0,1.05,0.02218201305049594,Supertrend down
ALGN,2017-10-26,2017-12-05,202.691295,224.90749000000002,5.0,0.0,0.10738906861103459,Supertrend down
ISRG,2017-11-30,2017-12-05,398.1994002,369.5055548,13.0,0.0,-0.07391301499193759,Supertrend down
MELI,2017-12-19,2018-01-08,326.19301499999995,327.95594,54.0,8.1,0.003855136280197735,Leader rotation
WYNN,2017-11-30,2018-01-18,155.75784,173.27332,12.0,0.0,0.11023059616414566,Leader rotation
MAR,2017-12-19,2018-01-24,133.94693999999998,146.04694,155.0,0.0,0.08815578707567329,Leader rotation
ALGN,2018-01-18,2018-02-06,272.386125,232.593645,7.0,0.0,-0.1477946153367118,Supertrend down
NVDA,2018-01-24,2018-02-06,239.15952,204.29780000000002,95.0,0.0,-0.14747440291144331,Supertrend down
TTWO,2018-01-08,2018-02-09,116.55824999999999,105.44725000000001,153.0,0.0,-0.09713326869770078,Supertrend down
WDAY,2018-02-16,2018-02-22,123.611775,126.266835,1.0,0.0,0.019438104593099137,Leader rotation
AMAT,2018-02-22,2018-03-26,56.518245,57.181395,2.0,0.0,0.009711933881553891,Supertrend down
NVDA,2018-02-16,2018-03-28,245.5227,224.017935,151.0,22.65,-0.08880035586065205,Supertrend down
ALGN,2018-05-11,2018-05-17,278.429145,289.37524,1.0,0.0,0.037237203354942405,Leader rotation
MU,2018-05-17,2018-06-15,56.038005,58.500735000000006,2.0,0.0,0.04186168680675606,Leader rotation
MU,2018-06-18,2018-06-26,57.6288,54.382795,2.0,0.0,-0.05821155278379786,Supertrend down
NFLX,2018-05-11,2018-07-18,329.814825,381.04938000000004,102.0,0.0,0.15303501768734207,Supertrend down
STX,2018-05-17,2018-07-31,59.139554999999994,54.332820000000005,3.0,1.8900000000000001,-0.072471317268898,Supertrend down
ALGN,2018-07-18,2018-08-28,374.04693,382.36872,5.0,0.0,0.020205530181644837,Leader rotation
AMZN,2018-07-18,2018-09-18,1848.924,1917.6906750000003,20.0,0.0,0.0351204945145398,Supertrend down
IDXX,2018-08-28,2018-10-04,251.74580999999998,237.78105000000002,1.0,0.0,-0.05735883752340076,Supertrend down
NFLX,2018-08-28,2018-10-11,367.413615,324.77753,5.0,0.0,-0.11780998141249077,Supertrend down
ULTA,2018-12-04,2018-12-10,304.93238999999994,251.80403500000003,43.0,0.0,-0.17587984000333612,Supertrend down
ILMN,2018-12-04,2018-12-18,350.11496999999997,313.70307,39.0,0.0,-0.10579004765388722,Supertrend down
XLNX,2018-12-04,2018-12-20,93.96696,84.70762500000001,142.0,0.0,-0.10033932143804569,Supertrend down
ORLY,2018-12-10,2018-12-26,333.02813084999997,329.0969692,32.0,0.0,-0.01377871004556297,Supertrend down
ULTA,2019-01-10,2019-01-25,274.93739999999997,290.95445000000007,41.0,0.0,0.05614267985211363,Leader rotation
VRSN,2019-01-10,2019-01-25,155.247585,164.83754,77.0,0.0,0.059650585004167755,Leader rotation
WDAY,2019-01-25,2019-01-28,173.19655500000002,174.39276,71.0,0.0,0.004894831292013624,Leader rotation
LULU,2019-01-10,2019-02-08,131.095515,147.056435,85.0,0.0,0.11950905375405818,Leader rotation
AMD,2019-01-28,2019-03-08,20.33016,21.339325000000002,572.0,0.0,0.04754163203899964,Supertrend down
MELI,2019-03-08,2019-04-25,436.66822499999995,485.786985,28.0,0.0,0.11026256062796125,Leader rotation
XLNX,2019-01-25,2019-04-26,105.97296,115.46224000000001,120.0,43.199999999999996,0.09076113919462658,Supertrend down
ORLY,2019-02-08,2019-04-26,362.71306589999995,380.44158405,36.0,0.0,0.046781868921213166,Supertrend down
MELI,2019-04-26,2019-05-08,491.435595,536.021855,14.0,0.0,0.08854728413137702,Leader rotation
CDNS,2019-05-08,2019-05-21,68.324145,65.36730000000001,281.0,0.0,-0.045188256596609744,Supertrend down
AMD,2019-04-25,2019-06-13,28.684335,32.373805000000004,482.0,0.0,0.126368175275009,Leader rotation
CDNS,2019-06-13,2019-07-01,70.01499,72.52372000000001,226.0,0.0,0.033761733916372494,Leader rotation
XLNX,2019-07-01,2019-07-24,122.36115,127.326305,134.0,0.0,0.038498794660003055,Leader rotation
CDNS,2019-07-24,2019-08-05,74.047005,69.46525,223.0,0.0,-0.0637506771312587,Supertrend down
MELI,2019-06-10,2019-08-06,626.202945,588.235735,29.0,0.0,-0.06250770055676791,Supertrend down
SBUX,2019-04-26,2019-09-06,76.988475,95.70212500000001,115.0,82.8,0.24992984576350796,Leader rotation
AMD,2019-09-09,2019-09-30,30.945465,28.875555000000002,2.0,0.0,-0.06875331867152124,Supertrend down
WDC,2019-09-30,2019-10-02,60.37017,57.78099505,1.0,0.0,-0.04480062742172897,Supertrend down
MCHP,2019-10-02,2019-11-19,91.94595,93.09343000000001,1.0,0.0,0.010457003716413338,Supertrend down
KLAC,2019-09-06,2019-11-22,150.925425,160.389765,291.0,247.35,0.0662117186565605,Supertrend down
QCOM,2019-11-22,2019-11-27,85.332645,85.11742,30.0,0.0,-0.004515150974457427,Supertrend down
MELI,2019-11-22,2019-12-12,564.9123149999999,582.6685200000001,3.0,0.0,0.029370986774942986,Leader rotation
QCOM,2019-12-12,2020-01-28,86.88342,88.10592500000001,23.0,0.0,0.012044521104420225,Supertrend down
AMD,2019-11-20,2020-01-30,40.98048,46.466755000000006,1.0,0.0,0.1316098379196473,Supertrend down
TSLA,2020-02-05,2020-02-06,823.6716299999999,699.56954025,2.0,0.0,-0.15236633934953014,Supertrend down
AAPL,2019-11-27,2020-02-25,265.71279,300.799525,169.0,130.13,0.13268073289691018,Supertrend down
LRCX,2020-02-05,2020-02-25,331.395615,305.66709000000003,1.0,0.0,-0.07947977361300751,Supertrend down
SGEN,2020-02-06,2020-02-28,118.789365,104.46774,1.0,0.0,-0.12232030833102558,Supertrend down
AMD,2020-04-15,2020-04-21,53.75686499999999,56.87155,1.0,0.0,0.055826461038428254,Leader rotation
SGEN,2020-04-15,2020-05-19,124.152045,160.389765,5.0,0.0,0.2893005985448809,Leader rotation
DXCM,2020-05-19,2020-05-28,412.12596,360.43969000000004,2.0,0.0,-0.12716119416689786,Supertrend down
JD,2020-05-28,2020-06-11,51.595785,58.47075,1.0,0.0,0.13098241115384401,Leader rotation
AMD,2020-06-11,2020-06-29,55.967969999999994,50.124925000000005,1.0,0.0,-0.10618921322856056,Supertrend down
JD,2020-06-29,2020-08-19,59.089529999999996,70.7646,1.0,0.0,0.19518994630372255,Leader rotation
AMD,2020-08-19,2020-08-21,81.82088999999999,83.24835500000002,1.0,0.0,0.015413357400288152,Leader rotation
AMD,2020-08-26,2020-09-01,87.01348499999999,91.87404000000001,1.0,0.0,0.053750180038364404,Leader rotation
NVDA,2020-05-28,2020-09-08,336.65824499999997,469.14531,2.0,0.64,0.39170106186749454,Supertrend down
TSLA,2020-04-15,2020-09-09,148.47430004999998,356.42179995000004,350.0,0.0,1.3957659228686734,Supertrend down
JD,2020-09-01,2020-09-11,79.52974499999999,75.14241000000001,1.0,0.0,-0.05705374366929816,Supertrend down
MRNA,2020-10-13,2020-10-29,75.967965,68.315825,555.0,0.0,-0.10252525725607042,Supertrend down
NVDA,2020-10-13,2020-10-29,572.14593,513.28323,72.0,0.0,-0.10467301745741842,Supertrend down
ZM,2020-10-13,2020-10-30,494.24699999999996,481.25925,85.0,0.0,-0.028223351771597738,Supertrend down
DOCU,2020-11-06,2020-11-10,234.207045,201.73908,162.0,0.0,-0.14035034721058492,Supertrend down
JD,2020-11-06,2020-11-11,92.04599999999999,79.4652475,423.0,0.0,-0.13840388743972254,Supertrend down
ALGN,2020-11-11,2020-11-24,464.93235,482.76849500000003,65.0,0.0,0.03628823114248281,Leader rotation
PDD,2020-11-06,2020-12-22,113.8569,147.22635000000002,341.0,0.0,0.29049878802726514,Leader rotation
MRNA,2020-11-24,2020-12-23,98.4492,119.989975,343.0,0.0,0.2163657479208545,Supertrend down
PTON,2020-12-22,2021-02-18,159.2796,136.061935,323.0,0.0,-0.147473480709281,Supertrend down
TSLA,2020-12-23,2021-02-23,632.5159999499999,661.798935,65.0,0.0,0.04420545797703901,Supertrend down
NVDA,2020-11-10,2021-02-26,544.5321299999999,549.8249500000001,59.0,9.44,0.00799605490898947,Supertrend down
PDD,2021-02-18,2021-02-26,198.099,169.37527000000003,221.0,0.0,-0.14670514302380155,Supertrend down
AMAT,2021-04-06,2021-05-11,143.95193999999998,119.94000000000001,274.0,0.0,-0.16846997935311114,Supertrend down
LRCX,2021-04-06,2021-05-11,660.3299999999999,568.27572,111.0,0.0,-0.1411259461541593,Supertrend down
AMAT,2021-06-11,2021-07-19,136.998465,125.12740500000001,242.0,0.0,-0.08847591690311851,Supertrend down
ASML,2021-06-11,2021-08-02,698.5491,770.424595,45.0,0.0,0.10068896391088367,Leader rotation
ALGN,2021-07-19,2021-08-10,609.674685,689.225215,48.0,0.0,0.12822158860566257,Leader rotation
AMAT,2021-08-02,2021-08-13,141.11051999999998,129.065435,252.0,0.0,-0.08718668173714439,Supertrend down
MRNA,2021-06-11,2021-08-31,212.00594999999998,375.72204500000004,147.0,0.0,0.768683150654011,Supertrend down
GOOG,2021-08-13,2021-09-21,2768.533575,2800.9388300000005,11.0,0.0,0.0096834562034811,Supertrend down
ASML,2021-08-10,2021-09-28,795.987795,794.44258,41.0,0.0,-0.00393537800681687,Supertrend down
CRWD,2021-08-31,2021-09-28,282.130995,248.92547500000003,203.0,0.0,-0.1194582452608709,Supertrend down
TEAM,2021-10-19,2021-11-23,415.2075,397.3562225,91.0,0.0,-0.04490573033115608,Supertrend down
INTU,2021-11-23,2021-11-30,653.076375,668.615525,55.0,0.0,0.021748229439711553,Leader rotation
MRNA,2021-11-30,2021-12-07,351.75579,268.00593,100.0,0.0,-0.23961321683892212,Supertrend down
AMD,2021-11-09,2021-12-10,154.08700499999998,141.219355,1.0,0.0,-0.08534013983493616,Supertrend down
NVDA,2021-10-19,2021-12-14,222.87138,276.85150500000003,341.0,13.64,0.2399004088358958,Supertrend down
DLTR,2022-03-23,2022-03-29,156.57825,158.68062,1.0,0.0,0.011402131548895245,Leader rotation
NVDA,2022-03-29,2022-04-08,287.08847249999997,239.050415,1.0,0.0,-0.1689920890390093,Supertrend down
PANW,2022-03-23,2022-05-02,588.9837447,557.9802703,208.0,0.0,-0.05453175980478797,Supertrend down
EXC,2022-04-11,2022-05-02,49.954964999999994,46.846565,2.0,0.0,-0.06409772342888298,Supertrend down
DLTR,2022-07-21,2022-07-27,172.8864,157.78107000000003,223.0,0.0,-0.08919485218679368,Supertrend down
AMGN,2022-07-27,2022-08-30,249.28457999999998,239.76006,140.0,271.59999999999997,-0.032354585032331684,Supertrend down
EXC,2022-07-21,2022-08-31,43.191584999999996,44.01798,901.0,304.538,0.0249147912880332,Supertrend down
VRTX,2022-07-21,2022-09-07,285.93289500000003,279.750055,135.0,0.0,-0.02357819364865732,Supertrend down
VRTX,2022-11-14,2022-11-18,305.262555,311.47418500000003,113.0,0.0,0.018309824983427925,Leader rotation
BIIB,2022-11-18,2022-11-23,303.36160499999994,306.8465,115.0,0.0,0.00946663991944563,Leader rotation
TMUS,2022-11-14,2022-12-12,146.323125,142.96848,266.0,0.0,-0.024878475693375868,Supertrend down
CEG,2022-11-14,2022-12-23,92.04599999999999,87.47624,414.0,0.0,-0.051545289336828226,Supertrend down
ENPH,2022-11-23,2022-12-28,319.08946499999996,272.02392000000003,110.0,0.0,-0.14920282415360908,Supertrend down
GILD,2023-01-17,2023-01-23,86.093025,82.71862000000002,450.0,0.0,-0.04111456146455483,Supertrend down
